"up.or.downregulated","subnetwork","GO.ID","Term","Annotated","Significant","Expected","classicFisher","sig_ids"
"upregulated","intensity.vis","GO:0009987","cellular process",11855,60,49.97,0.0213,"AT1G03310;AT1G09240;AT1G11410;AT1G12480;AT1G20630;AT1G23080;AT1G51805;AT1G55310;AT1G63350;AT1G64710;AT1G73600;AT1G73700;AT1G74660;AT2G03530;AT2G20570;AT2G21590;AT2G26660;AT2G28810;AT2G34380;AT2G40670;AT2G47880;AT3G02150;AT3G05630;AT3G05690;AT3G09600;AT3G10870;AT3G16050;AT3G18530;AT3G19620;AT3G23340;AT3G47600;AT3G54820;AT3G58070;AT3G59140;AT3G60400;AT4G00050;AT4G00870;AT4G02630;AT4G18520;AT4G24120;AT4G29050;AT4G35300;AT4G36830;AT4G37980;AT4G39800;AT4G40080;AT5G01600;AT5G24655;AT5G26570;AT5G43330;AT5G46830;AT5G47370;AT5G50010;AT5G50800;AT5G54060;AT5G58580;AT5G61420;AT5G62850;AT5G64770;AT5G65210"
"upregulated","intensity.vis","GO:0044237","cellular metabolic process",7640,42,32.21,0.02194,"AT1G03310;AT1G09240;AT1G11410;AT1G20630;AT1G51805;AT1G55310;AT1G63350;AT1G64710;AT1G73600;AT1G74660;AT2G03530;AT2G20570;AT2G21590;AT2G28810;AT2G40670;AT3G02150;AT3G05630;AT3G05690;AT3G09600;AT3G10870;AT3G16050;AT3G23340;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT4G02630;AT4G18520;AT4G29050;AT4G36830;AT4G37980;AT4G39800;AT5G01600;AT5G26570;AT5G43330;AT5G46830;AT5G47370;AT5G50010;AT5G58580;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0031323","regulation of cellular metabolic process",2810,19,11.85,0.02393,"AT1G55310;AT1G74660;AT2G20570;AT2G28810;AT2G40670;AT3G02150;AT3G05690;AT3G09600;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT5G46830;AT5G47370;AT5G50010;AT5G58580;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0032774","RNA biosynthetic process",2811,19,11.85,0.02401,"AT1G55310;AT1G74660;AT2G20570;AT2G28810;AT2G40670;AT3G02150;AT3G05690;AT3G09600;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT4G18520;AT5G46830;AT5G47370;AT5G50010;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0006081","cellular aldehyde metabolic process",57,2,0.24,0.02414,"AT1G64710;AT3G16050"
"upregulated","intensity.vis","GO:0070887","cellular response to chemical stimulus",1167,10,4.92,0.02498,"AT1G20630;AT1G23080;AT1G64710;AT2G26660;AT2G40670;AT4G36830;AT5G24655;AT5G47370;AT5G54060;AT5G58580"
"upregulated","intensity.vis","GO:0000302","response to reactive oxygen species",150,3,0.63,0.02562,"AT1G12480;AT1G20630;AT5G01600"
"upregulated","intensity.vis","GO:0009058","biosynthetic process",5732,33,24.16,0.02627,"AT1G03310;AT1G09240;AT1G55310;AT1G63350;AT1G73600;AT1G74660;AT2G03530;AT2G20570;AT2G21590;AT2G28810;AT2G40670;AT3G02150;AT3G05630;AT3G05690;AT3G09600;AT3G16050;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT4G18520;AT4G36830;AT4G37980;AT4G39800;AT5G46830;AT5G47370;AT5G50010;AT5G54060;AT5G58580;AT5G61420;AT5G65140;AT5G65210"
"upregulated","intensity.vis","GO:0141187","nucleic acid biosynthetic process",2840,19,11.97,0.02641,"AT1G55310;AT1G74660;AT2G20570;AT2G28810;AT2G40670;AT3G02150;AT3G05690;AT3G09600;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT4G18520;AT5G46830;AT5G47370;AT5G50010;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0051234","establishment of localization",2267,16,9.56,0.02687,"AT1G09240;AT1G12480;AT1G23080;AT1G73700;AT2G03530;AT3G05630;AT3G54820;AT3G59140;AT4G24120;AT4G35300;AT4G40080;AT5G01600;AT5G50800;AT5G58580;AT5G62850;AT5G64770"
"upregulated","intensity.vis","GO:0034654","nucleobase-containing compound biosynthe...",3045,20,12.84,0.02712,"AT1G55310;AT1G74660;AT2G03530;AT2G20570;AT2G28810;AT2G40670;AT3G02150;AT3G05690;AT3G09600;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT4G18520;AT5G46830;AT5G47370;AT5G50010;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0051179","localization",2468,17,10.4,0.02786,"AT1G09240;AT1G12480;AT1G23080;AT1G73700;AT2G03530;AT2G34380;AT3G05630;AT3G54820;AT3G59140;AT4G24120;AT4G35300;AT4G40080;AT5G01600;AT5G50800;AT5G58580;AT5G62850;AT5G64770"
"upregulated","intensity.vis","GO:0006952","defense response",1020,9,4.3,0.02795,"AT1G35310;AT1G63350;AT3G02150;AT4G23670;AT4G29050;AT4G37980;AT5G10600;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0015980","energy derivation by oxidation of organi...",156,3,0.66,0.02833,"AT1G03310;AT2G21590;AT5G43330"
"upregulated","intensity.vis","GO:0080090","regulation of primary metabolic process",2668,18,11.25,0.02849,"AT1G55310;AT1G74660;AT2G20570;AT2G28810;AT2G40670;AT3G02150;AT3G05690;AT3G09600;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT5G46830;AT5G47370;AT5G50010;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0071368","cellular response to cytokinin stimulus",63,2,0.27,0.02907,"AT2G40670;AT5G54060"
"upregulated","intensity.vis","GO:0042542","response to hydrogen peroxide",65,2,0.27,0.03079,"AT1G20630;AT5G01600"
"upregulated","intensity.vis","GO:0008152","metabolic process",10348,53,43.62,0.03092,"AT1G03310;AT1G09240;AT1G11410;AT1G20630;AT1G32860;AT1G51805;AT1G55310;AT1G63350;AT1G64710;AT1G73600;AT1G74660;AT2G03530;AT2G20570;AT2G21590;AT2G22970;AT2G28810;AT2G40670;AT3G02150;AT3G05630;AT3G05690;AT3G09600;AT3G10870;AT3G16050;AT3G19620;AT3G23340;AT3G43670;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT4G02630;AT4G18520;AT4G21760;AT4G29050;AT4G33490;AT4G36830;AT4G37980;AT4G39800;AT5G01600;AT5G26570;AT5G43330;AT5G46830;AT5G47370;AT5G47800;AT5G50010;AT5G52120;AT5G54060;AT5G58580;AT5G60820;AT5G61420;AT5G65140;AT5G65210"
"upregulated","intensity.vis","GO:0006873","intracellular monoatomic ion homeostasis",167,3,0.7,0.03368,"AT1G12480;AT2G14520;AT5G01600"
"upregulated","intensity.vis","GO:0006897","endocytosis",69,2,0.29,0.03435,"AT4G40080;AT5G58580"
"upregulated","intensity.vis","GO:0009734","auxin-activated signaling pathway",69,2,0.29,0.03435,"AT1G23080;AT5G47370"
"upregulated","intensity.vis","GO:0010038","response to metal ion",435,5,1.83,0.0369,"AT1G20630;AT4G23670;AT4G24120;AT5G01600;AT5G65140"
"upregulated","intensity.vis","GO:0008655","pyrimidine-containing compound salvage",10,1,0.04,0.04137,"AT2G03530"
"upregulated","intensity.vis","GO:0034389","lipid droplet organization",10,1,0.04,0.04137,"AT2G34380"
"upregulated","intensity.vis","GO:0046292","formaldehyde metabolic process",10,1,0.04,0.04137,"AT1G64710"
"upregulated","intensity.vis","GO:0046294","formaldehyde catabolic process",10,1,0.04,0.04137,"AT1G64710"
"upregulated","intensity.vis","GO:0110095","cellular detoxification of aldehyde",10,1,0.04,0.04137,"AT1G64710"
"upregulated","intensity.vis","GO:0051235","maintenance of location",77,2,0.32,0.04194,"AT2G34380;AT5G01600"
"upregulated","intensity.vis","GO:0032879","regulation of localization",187,3,0.79,0.04465,"AT3G05630;AT5G58580;AT5G64770"
"upregulated","intensity.vis","GO:0019953","sexual reproduction",316,4,1.33,0.04472,"AT2G34380;AT3G05690;AT4G00050;AT4G17030"
"upregulated","intensity.vis","GO:0022414","reproductive process",1841,13,7.76,0.04476,"AT1G09240;AT1G23080;AT2G20570;AT2G34380;AT3G05690;AT3G09600;AT4G00050;AT4G17030;AT4G24120;AT4G39800;AT5G01600;AT5G24655;AT5G50800"
"upregulated","intensity.vis","GO:0110096","cellular response to aldehyde",11,1,0.05,0.04542,"AT1G64710"
"upregulated","intensity.vis","GO:1900056","negative regulation of leaf senescence",11,1,0.05,0.04542,"AT2G20570"
"upregulated","intensity.vis","GO:0060255","regulation of macromolecule metabolic pr...",2832,18,11.94,0.04742,"AT1G55310;AT1G74660;AT2G20570;AT2G28810;AT2G40670;AT3G02150;AT3G05690;AT3G09600;AT3G47600;AT3G58070;AT3G60400;AT4G00050;AT4G00870;AT5G46830;AT5G47370;AT5G50010;AT5G61420;AT5G65210"
"upregulated","intensity.vis","GO:0046467","membrane lipid biosynthetic process",83,2,0.35,0.04799,"AT3G05630;AT4G36830"
"upregulated","intensity.vis","GO:0009926","auxin polar transport",84,2,0.35,0.04903,"AT1G23080;AT5G64770"
"upregulated","intensity.vis","GO:0006734","NADH metabolic process",12,1,0.05,0.04944,"AT5G43330"
"upregulated","intensity.vis","GO:0010439","regulation of glucosinolate biosynthetic...",12,1,0.05,0.04944,"AT5G61420"
"upregulated","intensity.vis","GO:0042753","positive regulation of circadian rhythm",12,1,0.05,0.04944,"AT3G09600"
"upregulated","intensity.vis","GO:0048587","regulation of short-day photoperiodism, ...",12,1,0.05,0.04944,"AT5G24655"
"upregulated","intensity.vis","GO:0016051","carbohydrate biosynthetic process",327,4,1.38,0.04959,"AT1G03310;AT2G21590;AT5G61420;AT5G65140"
"downregulated","whole network","GO:0006952","defense response",1020,37,12.43,2.9e-09,"AT1G08450;AT1G15010;AT1G24020;AT1G31580;AT1G32960;AT1G66100;AT1G71260;AT2G02100;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G43520;AT2G47130;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G03450;AT4G10500;AT4G11890;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT5G01540;AT5G10760;AT5G26920;AT5G36910;AT5G39670;AT5G54610;AT5G55450;AT5G55460"
"downregulated","whole network","GO:0043207","response to external biotic stimulus",1064,35,12.96,9.2e-08,"AT1G08450;AT1G15010;AT1G31580;AT1G32960;AT1G33960;AT2G04450;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G39350;AT2G40750;AT2G47130;AT3G17690;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G10500;AT4G11890;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT5G01540;AT5G10760;AT5G26920;AT5G39670;AT5G54610;AT5G55450;AT5G55460;AT5G60950"
"downregulated","whole network","GO:0051707","response to other organism",1064,35,12.96,9.2e-08,"AT1G08450;AT1G15010;AT1G31580;AT1G32960;AT1G33960;AT2G04450;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G39350;AT2G40750;AT2G47130;AT3G17690;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G10500;AT4G11890;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT5G01540;AT5G10760;AT5G26920;AT5G39670;AT5G54610;AT5G55450;AT5G55460;AT5G60950"
"downregulated","whole network","GO:0009607","response to biotic stimulus",1066,35,12.99,9.6e-08,"AT1G08450;AT1G15010;AT1G31580;AT1G32960;AT1G33960;AT2G04450;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G39350;AT2G40750;AT2G47130;AT3G17690;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G10500;AT4G11890;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT5G01540;AT5G10760;AT5G26920;AT5G39670;AT5G54610;AT5G55450;AT5G55460;AT5G60950"
"downregulated","whole network","GO:0044419","biological process involved in interspec...",1076,35,13.11,1.2e-07,"AT1G08450;AT1G15010;AT1G31580;AT1G32960;AT1G33960;AT2G04450;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G39350;AT2G40750;AT2G47130;AT3G17690;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G10500;AT4G11890;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT5G01540;AT5G10760;AT5G26920;AT5G39670;AT5G54610;AT5G55450;AT5G55460;AT5G60950"
"downregulated","whole network","GO:0014070","response to organic cyclic compound",338,18,4.12,2e-07,"AT1G08560;AT1G13260;AT1G76540;AT2G04450;AT2G13810;AT2G40750;AT3G04290;AT3G22231;AT3G50480;AT4G03450;AT4G04695;AT4G08950;AT4G10500;AT4G37610;AT5G08760;AT5G09870;AT5G54610;AT5G57560"
"downregulated","whole network","GO:0009605","response to external stimulus",1248,37,15.2,5e-07,"AT1G08450;AT1G15010;AT1G31580;AT1G32960;AT1G33960;AT2G04450;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G39350;AT2G40750;AT2G47130;AT3G17690;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G10500;AT4G11890;AT4G15570;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT5G01540;AT5G10760;AT5G26920;AT5G39670;AT5G54610;AT5G55450;AT5G55460;AT5G57560;AT5G60950"
"downregulated","whole network","GO:0009751","response to salicylic acid",161,12,1.96,6.9e-07,"AT2G04450;AT2G13810;AT2G40750;AT3G04290;AT3G22231;AT3G50480;AT4G03450;AT4G04695;AT4G10500;AT4G37610;AT5G08760;AT5G54610"
"downregulated","whole network","GO:0098542","defense response to other organism",809,28,9.86,7.3e-07,"AT1G08450;AT1G15010;AT1G32960;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G40750;AT2G47130;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G10500;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT5G01540;AT5G10760;AT5G26920;AT5G39670;AT5G54610;AT5G55450;AT5G55460"
"downregulated","whole network","GO:0090558","plant epidermis development",268,14,3.27,5.8e-06,"AT1G15570;AT1G56580;AT1G63650;AT1G73360;AT1G80370;AT3G01140;AT3G24140;AT3G27920;AT3G50070;AT4G00480;AT5G07180;AT5G23940;AT5G41315;AT5G53210"
"downregulated","whole network","GO:0009617","response to bacterium",491,19,5.98,1e-05,"AT1G08450;AT1G31580;AT1G32960;AT1G33960;AT2G13810;AT2G19190;AT2G40750;AT2G47130;AT3G22231;AT3G28910;AT3G50480;AT3G50950;AT3G63190;AT4G10500;AT4G23140;AT4G23180;AT5G01540;AT5G26920;AT5G39670"
"downregulated","whole network","GO:0010026","trichome differentiation",87,8,1.06,1.1e-05,"AT1G56580;AT1G63650;AT1G73360;AT3G01140;AT3G27920;AT4G00480;AT5G23940;AT5G41315"
"downregulated","whole network","GO:0050896","response to stimulus",5696,101,69.4,1.2e-05,"AT1G08450;AT1G08560;AT1G13260;AT1G15010;AT1G15440;AT1G17190;AT1G21240;AT1G24020;AT1G30720;AT1G31580;AT1G32960;AT1G33960;AT1G36060;AT1G49160;AT1G63650;AT1G65060;AT1G66100;AT1G66760;AT1G68740;AT1G71260;AT1G74560;AT1G75240;AT1G76540;AT2G02100;AT2G03410;AT2G04450;AT2G13810;AT2G17040;AT2G18660;AT2G19190;AT2G31865;AT2G33560;AT2G37130;AT2G38170;AT2G39350;AT2G40750;AT2G41090;AT2G43520;AT2G44450;AT2G47130;AT3G04290;AT3G08770;AT3G13450;AT3G16460;AT3G17690;AT3G22231;AT3G24140;AT3G25010;AT3G27920;AT3G28910;AT3G49780;AT3G50480;AT3G50950;AT3G60130;AT3G63190;AT4G03450;AT4G04695;AT4G04840;AT4G08390;AT4G08950;AT4G09010;AT4G10500;AT4G11890;AT4G15570;AT4G20270;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT4G24580;AT4G26400;AT4G26780;AT4G33050;AT4G37610;AT5G01540;AT5G07180;AT5G08640;AT5G08760;AT5G09870;AT5G10760;AT5G20635;AT5G24850;AT5G25440;AT5G26920;AT5G36910;AT5G38480;AT5G39670;AT5G41315;AT5G49330;AT5G50915;AT5G53210;AT5G54190;AT5G54610;AT5G55450;AT5G55460;AT5G57560;AT5G58610;AT5G60950;AT5G61030;AT5G62210"
"downregulated","whole network","GO:0090626","plant epidermis morphogenesis",92,8,1.12,1.7e-05,"AT1G56580;AT1G73360;AT3G01140;AT3G24140;AT3G27920;AT5G07180;AT5G23940;AT5G41315"
"downregulated","whole network","GO:1901700","response to oxygen-containing compound",1601,38,19.51,5.9e-05,"AT1G13260;AT1G15440;AT1G24020;AT1G36060;AT1G63650;AT1G75240;AT2G04450;AT2G13810;AT2G17040;AT2G40750;AT3G04290;AT3G08770;AT3G13450;AT3G22231;AT3G24140;AT3G25010;AT3G27920;AT3G50480;AT4G03450;AT4G04695;AT4G08390;AT4G08950;AT4G09010;AT4G10500;AT4G11890;AT4G23140;AT4G26400;AT4G33050;AT4G37610;AT5G01540;AT5G08760;AT5G20635;AT5G41315;AT5G50915;AT5G53210;AT5G54610;AT5G57560;AT5G58610"
"downregulated","whole network","GO:0044772","mitotic cell cycle phase transition",81,7,0.99,5.9e-05,"AT1G15570;AT1G70210;AT1G76540;AT1G80370;AT2G26760;AT2G33560;AT3G50070"
"downregulated","whole network","GO:0042221","response to chemical",2731,55,33.27,0.00011,"AT1G08560;AT1G13260;AT1G15010;AT1G15440;AT1G17190;AT1G24020;AT1G30720;AT1G36060;AT1G63650;AT1G74560;AT1G75240;AT1G76540;AT2G04450;AT2G13810;AT2G17040;AT2G40750;AT2G41090;AT3G04290;AT3G08770;AT3G13450;AT3G22231;AT3G24140;AT3G25010;AT3G27920;AT3G28910;AT3G49780;AT3G50480;AT4G03450;AT4G04695;AT4G08390;AT4G08950;AT4G09010;AT4G10500;AT4G11890;AT4G15570;AT4G20270;AT4G23140;AT4G23570;AT4G26400;AT4G33050;AT4G37610;AT5G01540;AT5G07180;AT5G08640;AT5G08760;AT5G09870;AT5G20635;AT5G26920;AT5G41315;AT5G50915;AT5G53210;AT5G54190;AT5G54610;AT5G57560;AT5G58610"
"downregulated","whole network","GO:0006950","response to stress",3208,62,39.08,0.00012,"AT1G08450;AT1G13260;AT1G15010;AT1G17190;AT1G24020;AT1G30720;AT1G31580;AT1G32960;AT1G66100;AT1G66760;AT1G68740;AT1G71260;AT1G74560;AT2G02100;AT2G13810;AT2G18660;AT2G19190;AT2G31865;AT2G37130;AT2G38170;AT2G40750;AT2G41090;AT2G43520;AT2G44450;AT2G47130;AT3G04290;AT3G08770;AT3G13450;AT3G16460;AT3G22231;AT3G28910;AT3G49780;AT3G50480;AT3G50950;AT3G60130;AT3G63190;AT4G03450;AT4G04840;AT4G08390;AT4G09010;AT4G10500;AT4G11890;AT4G20910;AT4G22305;AT4G23140;AT4G23180;AT4G23570;AT4G26780;AT4G37610;AT5G01540;AT5G10760;AT5G24850;AT5G26920;AT5G36910;AT5G38480;AT5G39670;AT5G53210;AT5G54610;AT5G55450;AT5G55460;AT5G57560;AT5G61030"
"downregulated","whole network","GO:0140546","defense response to symbiont",311,13,3.79,0.00012,"AT1G08450;AT1G32960;AT2G13810;AT2G18660;AT3G28910;AT4G20910;AT4G22305;AT5G01540;AT5G10760;AT5G26920;AT5G54610;AT5G55450;AT5G55460"
"downregulated","whole network","GO:0010090","trichome morphogenesis",65,6,0.79,0.00014,"AT1G56580;AT1G73360;AT3G01140;AT3G27920;AT5G23940;AT5G41315"
"downregulated","whole network","GO:0010374","stomatal complex development",66,6,0.8,0.00015,"AT1G15570;AT1G80370;AT3G24140;AT3G50070;AT5G07180;AT5G53210"
"downregulated","whole network","GO:0010444","guard mother cell differentiation",10,3,0.12,2e-04,"AT1G15570;AT3G24140;AT3G50070"
"downregulated","whole network","GO:1903047","mitotic cell cycle process",203,10,2.47,2e-04,"AT1G15570;AT1G70210;AT1G76540;AT1G80370;AT2G25880;AT2G26760;AT2G33560;AT3G23670;AT3G50070;AT5G09870"
"downregulated","whole network","GO:0044770","cell cycle phase transition",102,7,1.24,0.00025,"AT1G15570;AT1G70210;AT1G76540;AT1G80370;AT2G26760;AT2G33560;AT3G50070"
"downregulated","whole network","GO:0009627","systemic acquired resistance",82,6,1,5e-04,"AT2G13810;AT2G18660;AT5G10760;AT5G26920;AT5G55450;AT5G55460"
"downregulated","whole network","GO:0000079","regulation of cyclin-dependent protein s...",58,5,0.71,7e-04,"AT1G15570;AT1G70210;AT1G80370;AT2G26760;AT3G50070"
"downregulated","whole network","GO:1904029","regulation of cyclin-dependent protein k...",58,5,0.71,7e-04,"AT1G15570;AT1G70210;AT1G80370;AT2G26760;AT3G50070"
"downregulated","whole network","GO:0009863","salicylic acid mediated signaling pathwa...",60,5,0.73,0.00082,"AT2G04450;AT2G13810;AT2G40750;AT3G22231;AT4G03450"
"downregulated","whole network","GO:0010583","response to cyclopentenone",35,4,0.43,0.00084,"AT1G08560;AT1G76540;AT5G09870;AT5G57560"
"downregulated","whole network","GO:0071900","regulation of protein serine/threonine k...",64,5,0.78,0.0011,"AT1G15570;AT1G70210;AT1G80370;AT2G26760;AT3G50070"
"downregulated","whole network","GO:0006955","immune response",211,9,2.57,0.00117,"AT1G08450;AT1G32960;AT3G28910;AT3G50950;AT4G20910;AT4G22305;AT5G01540;AT5G25440;AT5G54610"
"downregulated","whole network","GO:0071446","cellular response to salicylic acid stim...",65,5,0.79,0.00118,"AT2G04450;AT2G13810;AT2G40750;AT3G22231;AT4G03450"
"downregulated","whole network","GO:0009888","tissue development",660,18,8.04,0.00129,"AT1G15570;AT1G56580;AT1G63650;AT1G73360;AT1G76540;AT1G80370;AT2G34260;AT3G01140;AT3G24140;AT3G27920;AT3G50070;AT4G00480;AT4G20270;AT5G07180;AT5G23940;AT5G28640;AT5G41315;AT5G53210"
"downregulated","whole network","GO:0002376","immune system process",215,9,2.62,0.00134,"AT1G08450;AT1G32960;AT3G28910;AT3G50950;AT4G20910;AT4G22305;AT5G01540;AT5G25440;AT5G54610"
"downregulated","whole network","GO:0032502","developmental process",3304,59,40.25,0.00134,"AT1G13260;AT1G15440;AT1G15570;AT1G31070;AT1G34355;AT1G55040;AT1G56580;AT1G63650;AT1G65060;AT1G68870;AT1G73360;AT1G74560;AT1G76540;AT1G80370;AT2G13810;AT2G17040;AT2G22870;AT2G34260;AT2G39350;AT2G40750;AT3G01140;AT3G04630;AT3G05600;AT3G22231;AT3G23670;AT3G24140;AT3G25010;AT3G27920;AT3G28910;AT3G29030;AT3G49780;AT3G50070;AT3G52910;AT3G63190;AT4G00480;AT4G09510;AT4G10500;AT4G11140;AT4G15570;AT4G20270;AT4G20910;AT4G23570;AT4G24580;AT4G30580;AT4G30930;AT4G33050;AT5G01540;AT5G07180;AT5G15740;AT5G23940;AT5G24330;AT5G28640;AT5G33370;AT5G37260;AT5G41315;AT5G49330;AT5G53210;AT5G53290;AT5G54190"
"downregulated","whole network","GO:0045165","cell fate commitment",67,5,0.82,0.00135,"AT1G63650;AT3G24140;AT3G27920;AT4G00480;AT5G41315"
"downregulated","whole network","GO:0010440","stomatal lineage progression",19,3,0.23,0.0015,"AT1G15570;AT3G24140;AT3G50070"
"downregulated","whole network","GO:0000278","mitotic cell cycle",310,11,3.78,0.00155,"AT1G15570;AT1G70210;AT1G76540;AT1G80370;AT2G25880;AT2G26760;AT2G33560;AT3G14190;AT3G23670;AT3G50070;AT5G09870"
"downregulated","whole network","GO:0048856","anatomical structure development",3118,56,37.99,0.00161,"AT1G13260;AT1G15440;AT1G15570;AT1G31070;AT1G34355;AT1G55040;AT1G56580;AT1G63650;AT1G65060;AT1G73360;AT1G74560;AT1G76540;AT1G80370;AT2G13810;AT2G17040;AT2G22870;AT2G34260;AT2G39350;AT2G40750;AT3G01140;AT3G04630;AT3G05600;AT3G22231;AT3G23670;AT3G24140;AT3G25010;AT3G27920;AT3G29030;AT3G49780;AT3G50070;AT3G52910;AT3G63190;AT4G00480;AT4G09510;AT4G10500;AT4G11140;AT4G15570;AT4G20270;AT4G20910;AT4G23570;AT4G24580;AT4G30580;AT4G30930;AT4G33050;AT5G01540;AT5G07180;AT5G15740;AT5G23940;AT5G24330;AT5G28640;AT5G33370;AT5G37260;AT5G41315;AT5G53210;AT5G53290;AT5G54190"
"downregulated","whole network","GO:0007275","multicellular organism development",2668,49,32.5,0.0021,"AT1G13260;AT1G15440;AT1G15570;AT1G31070;AT1G34355;AT1G55040;AT1G65060;AT1G74560;AT1G80370;AT2G13810;AT2G17040;AT2G22870;AT2G34260;AT2G39350;AT2G40750;AT3G01140;AT3G04630;AT3G22231;AT3G23670;AT3G24140;AT3G25010;AT3G27920;AT3G29030;AT3G49780;AT3G50070;AT3G52910;AT3G63190;AT4G00480;AT4G09510;AT4G10500;AT4G11140;AT4G15570;AT4G20270;AT4G20910;AT4G23570;AT4G30580;AT4G30930;AT4G33050;AT5G01540;AT5G07180;AT5G15740;AT5G23940;AT5G24330;AT5G28640;AT5G33370;AT5G37260;AT5G53210;AT5G53290;AT5G54190"
